X,Y,OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO
-8630794.8333,4773384.7928,1752,S1999100022,10,Frederick,0,None,Ramp 7 Fr Ramp 2 (fr Us340) To Lander Rd,RP,340,  ,0.01,0,0.02,Exit 8 Ramp 7 Fr Ramp 2 (fr Us 340 Wb) To Lander Rd Sb,Exit 8  Ramp 07 Ramp 2 Fr Us 340 Wb To Lander Rd Nb To Lander Rd,Urban,2,Principal Arterial Other Freeways and Expressways,10000RP00340  02WWUS8         07,10000RP00340--100807,2,West,1,F,0,9.62,100,0,100,0.0085,https://maps.roads.maryland.gov/itms_public/?stationid=S1999100022,,1240,1231,1232,1233,1274,1140,1171,1162,1163,,0,1311,1322,1313,1354,1220,1251,1242,1233,,,,,,,NO ERROR,,,,,,,,,,,1,9.62,100,0,100,N/A,"1,240","1,231","1,232","1,233","1,274","1,140","1,171","1,162","1,163",N/A,0,"1,311","1,322","1,313","1,354","1,220","1,251","1,242","1,233",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8399686.4135,4609040.2746,1753,S2011230587,23,Worcester,0,None,Old Furnace Rd                          ,CO,10,  ,6.62,0,7.13,Old Furnace Rd -.20 Mile West Of Md 12,Whitesburg Rd To Road End,Rural,5,Major Collector,23000CO00010  01EE**************,23000CO00010--1-----,1,West,2,F,0,12.56,55.77,49.46,50.54,1.0436,https://maps.roads.maryland.gov/itms_public/?stationid=S2011230587,,420,440,441,442,453,464,475,390,401,,450,470,471,472,483,504,505,410,431,3,278,93,2,19,6,NO ERROR,25,0.76,0.24,0.0074813,0.69326683,0.2319202,0.00498753,0.04738155,0.01496259,0.06234414,2,12.56,55.77,49.46,50.54,N/A,420,440,441,442,453,464,475,390,401,N/A,450,470,471,472,483,504,505,410,431,3,278,2,93,19,6,25
-8547508.9439,4723199.6744,1754,S2012161025,16,Prince George's,0,None,Duckettown Rd,CO,47,  ,0.24,0.15,1.71,Duckettown Rd - .10 Mi West Of Maple Ave,Maple Ave To Springfield Rd,Urban,5,Major Collector,16000CO00047  01WW**************,16000CO00047--1-----,1,East,2,F,0,8.4,52.68,50.75,49.25,0.6782,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161025,,,1200,1201,1202,1233,1264,1295,1190,1191,,,1300,1301,1292,1323,1354,1375,1260,1311,,,,,,,NO ERROR,,,,,,,,,,,2,8.4,52.68,50.75,49.25,N/A,N/A,"1,200","1,201","1,202","1,233","1,264","1,295","1,190","1,191",N/A,N/A,"1,300","1,301","1,292","1,323","1,354","1,375","1,260","1,311",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8535373.1704,4756709.0309,1755,S2006030033,3,Baltimore,0,None,Ramp 4 Fr Us 1al Nb To Is 695 Eb,RP,695,  ,0.02,0,0.05,Exit 10 Ramp 4 From Us 1al Nb To Is 695 Eb,Exit 10 Ramp 04 Washington Blvd To Ramp 5 Fr Us 1al Sb To Ramp 4 (to Is695),Urban,1,Interstate,03000RP00695  02EEIS10        04,03000RP00695--101004,2,East,1,F,0,8.83,100,100,0,0.1084,https://maps.roads.maryland.gov/itms_public/?stationid=S2006030033,6014,6025,5360,5411,5412,5543,5664,5805,5900,5941,6384,6395,5680,5741,5682,5823,5954,6045,6140,6181,,,,,,,NO ERROR,,,,,,,,,,,1,8.83,100,100,0,"6,014","6,025","5,360","5,411","5,412","5,543","5,664","5,805","5,900","5,941","6,384","6,395","5,680","5,741","5,682","5,823","5,954","6,045","6,140","6,181",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8573254.0018,4769170.2292,1756,B2535,13,Howard,0,None,Hoods Mill Rd,MD,97,  ,7.11,6.81,7.58,Md97-.30 Mi N Of Is70,Is 70 To Old Frederick Rd,Rural,5,Major Collector,13000MD00097  01NN**************,13000MD00097--1-----,1,North,3,F,2,9.48,75.84,51.72,48.28,4.0558,https://maps.roads.maryland.gov/itms_public/?stationid=B2535,13121,12872,13330,13261,13252,13573,13874,14185,14260,14431,13781,13902,14130,14191,14052,14393,14854,15045,15120,15301,37,10557,2797,89,795,156,NO ERROR,951,0.83596215,0.16403785,0.00256392,0.73155014,0.19381886,0.00616728,0.05508974,0.01081006,0.0658998,3,9.48,75.84,51.72,48.28,"13,121","12,872","13,330","13,261","13,252","13,573","13,874","14,185","14,260","14,431","13,781","13,902","14,130","14,191","14,052","14,393","14,854","15,045","15,120","15,301",37,"10,557",89,"2,797",795,156,951
-8506476.9326,4796496.4028,1757,S2008120016,12,Harford,0,None,Carrs Mill Rd,CO,214,  ,0.05,0,1.94,Carrs Mill Rd - .05 Mile North Of Md 152 ,Fallston Rd To Grafton Shop Rd,Urban,5,Major Collector,12000CO00214  01NN**************,12000CO00214--1-----,1,South,2,F,0,11.95,61.04,49.58,50.42,6.4735,https://maps.roads.maryland.gov/itms_public/?stationid=S2008120016,1602,8810,8741,8762,8743,8974,9155,9220,9141,9142,1712,9520,9441,9462,9363,9604,9815,9870,9781,9692,,,,,,,NO ERROR,,,,,,,,,,,2,11.95,61.04,49.58,50.42,"1,602","8,810","8,741","8,762","8,743","8,974","9,155","9,220","9,141","9,142","1,712","9,520","9,441","9,462","9,363","9,604","9,815","9,870","9,781","9,692",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8542024.3814,4769816.0613,1758,S2011031024,3,Baltimore,0,None,Essex Rd                                ,CO,1901,  ,0.84,0,0.93,Essex Rd - .10 Mile South Of St Lukes La,Windsor Mill Rd To St Lukes La,Urban,5,Major Collector,03000CO01901  01NN**************,03000CO01901--1-----,1,South,2,F,0,8.74,53.73,49.86,50.14,3.052,https://maps.roads.maryland.gov/itms_public/?stationid=S2011031024,,,7000,7011,6992,7173,7314,7495,8990,8991,,,7560,7571,7482,7683,7834,7955,9530,9891,,,,,,,NO ERROR,,,,,,,,,,,2,8.74,53.73,49.86,50.14,N/A,N/A,"7,000","7,011","6,992","7,173","7,314","7,495","8,990","8,991",N/A,N/A,"7,560","7,571","7,482","7,683","7,834","7,955","9,530","9,891",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8812063.8404,4821330.1177,1759,S2005110012,11,Garrett,0,None,Ramp 3 Fr Ramp 6 (fr Is 68) To Md 495 Nb,RP,68,  ,0.02,0,0.04,Exit 19 Ramp 3 Fr Is 68 Eb To Md 495 Nb,Exit 19 Ramp 03 Ramp 6 Fr Is 68 Eb To Md 495 Sb To Bittinger Rd,Rural,1,Interstate,11000RP00068  02EEIS19        03,11000RP00068--101903,2,East,1,F,0,9.06,100,100,0,0.0073,https://maps.roads.maryland.gov/itms_public/?stationid=S2005110012,,460,461,462,473,484,515,510,501,502,,460,461,472,473,484,525,520,501,482,,,,,,,NO ERROR,,,,,,,,,,,1,9.06,100,100,0,N/A,460,461,462,473,484,515,510,501,502,N/A,460,461,472,473,484,525,520,501,482,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8555012.0337,4703023.1066,1760,S2012161109,16,Prince George's,0,None,Walker Mill Rd,CO,367,  ,0.03,0,2.606,Walker Mill Rd - Between Ritchie Marlboro Rd & Hampton Park Blvd,Ritchie Marlboro Rd To Addison Rd,Urban,4,Minor Arterial,16000CO00367  01WW**************,16000CO00367--1-----,1,East,4,F,0,7.19,54.03,49.66,50.34,30.401,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161109,,,21310,21351,21292,21853,22274,22815,31960,31961,,,23020,23061,22782,23383,23834,24415,34200,33881,,,,,,,NO ERROR,,,,,,,,,,,4,7.19,54.03,49.66,50.34,N/A,N/A,"21,310","21,351","21,292","21,853","22,274","22,815","31,960","31,961",N/A,N/A,"23,020","23,061","22,782","23,383","23,834","24,415","34,200","33,881",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8565903.6166,4779649.8222,1761,B1504,6,Carroll,0,None,Liberty Rd,MD,26,  ,10.16,10.06,11.11,Md26-.10 Mi E Of Md32,Md 32 To Ridge Rd,Urban,3,Principal Arterial Other,06000MD00026  01EE**************,06000MD00026--1-----,1,West,4,C,2,7.96,53.33,50.18,49.82,12.08,https://maps.roads.maryland.gov/itms_public/?stationid=B1504,29650,29771,29532,28780,28691,29442,31910,32681,32392,31520,31730,32151,31902,31080,30701,31502,34140,34971,34662,33410,75,25995,4216,84,997,153,NO ERROR,1150,0.86695652,0.13304348,0.00237944,0.82471447,0.13375635,0.00266497,0.03163071,0.00485406,0.03648477,4,7.96,53.33,50.18,49.82,"29,650","29,771","29,532","28,780","28,691","29,442","31,910","32,681","32,392","31,520","31,730","32,151","31,902","31,080","30,701","31,502","34,140","34,971","34,662","33,410",75,"25,995",84,"4,216",997,153,"1,150"
-8519650.2911,4766244.2838,1762,S2002240036,24,Baltimore City,0,None,Ramp 7 Fr Us 40 Wb To Is 95 Sb,RP,95,  ,0.2,0,0.33,Exit 61 Ramp 7 Fr Us 40 Wb To Is 95 Sb,Exit 61 Ramp 07 Fr Us 40 Wb To Is 95 Sb,Urban,1,Interstate,24000RP00095  02WWIS61        07,24000RP00095--106107,2,South,1,F,0,10.11,100,0,100,0.7002,https://maps.roads.maryland.gov/itms_public/?stationid=S2002240036,,,,5281,5276,5403,5660,5801,5772,5813,,,,,5540,5673,5940,6031,6002,6053,,,,,,,NO ERROR,,,,,,,,,,,1,10.11,100,0,100,N/A,N/A,N/A,"5,281","5,276","5,403","5,660","5,801","5,772","5,813",N/A,N/A,N/A,N/A,"5,540","5,673","5,940","6,031","6,002","6,053",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8558608.1138,4679663.2632,1763,B160014,16,Prince George's,0,None,Brandywine Rd,CO,599,  ,0.97,0,5.4,Brandywine Rd-.10 Mi N Of Floral Park Rd,Us 301 To Md 223,Urban,4,Minor Arterial,16000CO00599  01NN**************,16000CO00599--1-----,1,South,2,F,0,10.37,79.81,37.69,62.31,13.7615,https://maps.roads.maryland.gov/itms_public/?stationid=B160014,6605,6500,6511,6482,6640,6801,6952,6940,6901,6982,6905,7020,6901,6942,7040,7211,7442,7360,7321,7402,,,,,,,NO ERROR,,,,,,,,,,,2,10.37,79.81,37.69,62.31,"6,605","6,500","6,511","6,482","6,640","6,801","6,952","6,940","6,901","6,982","6,905","7,020","6,901","6,942","7,040","7,211","7,442","7,360","7,321","7,402",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8787883.6992,4813054.9206,1764,B0562,1,Allegany,0,None,National Freeway,IS,68,  ,2.488,2.164,3.854,Is68-.50 Mi W Of Md936,Md 736 To Md 36,Urban,1,Interstate,01000IS00068  01EE**************,01000IS00068--1-----,1,West,5,C,2,8.05,55.28,47.42,52.58,15.3781,https://maps.roads.maryland.gov/itms_public/?stationid=B0562,23741,23772,19780,19961,19942,22440,22911,23462,23323,24930,25171,25202,20970,21161,20942,23560,24061,24402,24263,25930,67,16623,3990,243,1266,2741,NO ERROR,4007,0.31594709,0.68405291,0.00268753,0.666787,0.16004813,0.00974729,0.05078219,0.10994785,0.16073004,5,8.05,55.28,47.42,52.58,"23,741","23,772","19,780","19,961","19,942","22,440","22,911","23,462","23,323","24,930","25,171","25,202","20,970","21,161","20,942","23,560","24,061","24,402","24,263","25,930",67,"16,623",243,"3,990","1,266","2,741","4,007"
-8551317.6079,4753895.6184,1765,S2011130749,13,Howard,0,None,Phelps Luck Dr,CO,977,  ,0.1,0,1.18,Phelps Luck Dr -.10 Mile South Of Md 108,Old Annapolis Rd To Tamar Dr,Urban,5,Major Collector,13000CO00977  01SS**************,13000CO00977--1-----,1,South,2,F,0,9.04,51.17,49.62,50.38,3.5154,https://maps.roads.maryland.gov/itms_public/?stationid=S2011130749,,8370,8301,8322,8303,8524,8695,8130,8061,8162,,9040,8971,8992,8883,9124,9315,8620,8551,8872,,,,,,,NO ERROR,,,,,,,,,,,2,9.04,51.17,49.62,50.38,N/A,"8,370","8,301","8,322","8,303","8,524","8,695","8,130","8,061","8,162",N/A,"9,040","8,971","8,992","8,883","9,124","9,315","8,620","8,551","8,872",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8606666.1748,4822719.3845,1766,S2010100025,10,Frederick,0,None,Emmit Gardens Dr,MD,904,F ,0.16,0,0.19,Md 904f West Of Us 15,E Main St To Catoctin Mountain Hwy,Urban,7,Local,10000MD00904F 01EE**************,10000MD00904F-1-----,1,East,2,F,0,7.7,74.3,63.39,36.61,0.2429,https://maps.roads.maryland.gov/itms_public/?stationid=S2010100025,3410,3351,3362,3353,3354,3435,3400,3481,3462,3503,3580,3621,3562,3593,3564,3645,3640,3691,3672,3713,,,,,,,NO ERROR,,,,,,,,,,,2,7.7,74.3,63.39,36.61,"3,410","3,351","3,362","3,353","3,354","3,435","3,400","3,481","3,462","3,503","3,580","3,621","3,562","3,593","3,564","3,645","3,640","3,691","3,672","3,713",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8658324.084,4809980.6946,1767,B4027,21,Washington,0,None,Virginia Ave,US,11,  ,3.08,1.67,7.37,Us11-.20 Mi N Of Is70,Is 81 To Us 40 (w. Franklin St),Urban,3,Principal Arterial Other,21000US00011  01NN**************,21000US00011--1-----,1,South,3,C,0,8.81,56.65,49.16,50.84,25.4445,https://maps.roads.maryland.gov/itms_public/?stationid=B4027,12530,12581,12482,11130,11101,11392,12080,12371,12262,12230,13410,13591,13482,12020,11881,12192,12930,13241,13122,12960,38,9586,2071,81,386,68,NO ERROR,454,0.85022026,0.14977974,0.00310711,0.7838103,0.16933769,0.00662306,0.03156173,0.0055601,0.03712183,3,8.81,56.65,49.16,50.84,"12,530","12,581","12,482","11,130","11,101","11,392","12,080","12,371","12,262","12,230","13,410","13,591","13,482","12,020","11,881","12,192","12,930","13,241","13,122","12,960",38,"9,586",81,"2,071",386,68,454
-8562824.0011,4776570.9434,1768,B060105,6,Carroll,0,None,Brangels Rd,CO,761,  ,0.1,0,1.41,Brangels Rd-.10 Mi W Of Ridge Rd,Ridge Rd To Arrington Rd,Urban,5,Major Collector,06000CO00761  01WW**************,06000CO00761--1-----,1,West,2,C,0,11,51.07,49.87,50.13,1.0139,https://maps.roads.maryland.gov/itms_public/?stationid=B060105,1850,1861,1852,1980,1971,2022,1920,1971,1952,1970,1980,2011,2002,2140,2111,2162,2050,2091,2072,2170,1,1633,270,2,47,17,NO ERROR,64,0.734375,0.265625,0.00050761,0.82893401,0.13705584,0.00101523,0.02385787,0.00862944,0.03248731,2,11,51.07,49.87,50.13,"1,850","1,861","1,852","1,980","1,971","2,022","1,920","1,971","1,952","1,970","1,980","2,011","2,002","2,140","2,111","2,162","2,050","2,091","2,072","2,170",1,"1,633",2,270,47,17,64
-8559029.0095,4707631.9523,1769,S2012161107,16,Prince George's,0,None,Seat Pleasant Dr                        ,CO,361,  ,0.02,0,0.79,Seat Pleasant Dr - Between Hill Rd & Pepper Mill Rd,Hill Rd To Seat Pleasant Dr (ahead),Urban,5,Major Collector,16000CO00361  01SS**************,16000CO00361--1-----,1,South,2,F,0,7.98,55.8,49.04,50.96,1.5833,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161107,,,5060,5071,5062,5193,5294,5425,5490,5491,,,5470,5481,5422,5563,5674,5755,5820,6041,,,,,,,NO ERROR,,,,,,,,,,,2,7.98,55.8,49.04,50.96,N/A,N/A,"5,060","5,071","5,062","5,193","5,294","5,425","5,490","5,491",N/A,N/A,"5,470","5,481","5,422","5,563","5,674","5,755","5,820","6,041",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8532494.9192,4774395.8622,1770,S2005240070,24,Baltimore City,999,Baltimore City,Kelly Ave,MU,2200,  ,0.87,0,0.898,Kelly Ave -.10 Mi East Of Is 83,Cross Country Blvd To Falls Rd,Urban,4,Minor Arterial,24999MU02200  01EE**************,24999MU02200--1-----,1,East,3,F,0,9.41,53.82,51.73,48.27,5.6753,https://maps.roads.maryland.gov/itms_public/?stationid=S2005240070,17232,17303,17174,17215,16310,16731,17052,17463,17314,17315,18442,18693,18554,18595,17450,17901,18252,18693,18534,18355,,,,,,,NO ERROR,,,,,,,,,,,3,9.41,53.82,51.73,48.27,"17,232","17,303","17,174","17,215","16,310","16,731","17,052","17,463","17,314","17,315","18,442","18,693","18,554","18,595","17,450","17,901","18,252","18,693","18,534","18,355",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8415326.3079,4631171.5638,1771,S2011220608,22,Wicomico,133,Salisbury,E Market St,MU,1681,  ,0.24,0.06,0.28,E Market St -.10 Mile West Of Us 13bu,Us 13 Bu To Circle Ave,Urban,5,Major Collector,22133MU01681  01EE**************,22133MU01681--1-----,1,East,2,F,0,7.14,54.3,52.2,47.8,0.2668,https://maps.roads.maryland.gov/itms_public/?stationid=S2011220608,,3260,3231,3242,3233,3324,3395,3350,3321,3322,,3520,3491,3502,3463,3564,3645,3550,3521,3652,,,,,,,NO ERROR,,,,,,,,,,,2,7.14,54.3,52.2,47.8,N/A,"3,260","3,231","3,242","3,233","3,324","3,395","3,350","3,321","3,322",N/A,"3,520","3,491","3,502","3,463","3,564","3,645","3,550","3,521","3,652",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8589568.406,4730046.5602,1772,S2012150700,15,Montgomery,0,None,Seven Locks Rd,CO,148,  ,6.01,5.93,6.23,Seven Locks Rd - .10 Mile North Of Montrose Rd,Montrose Rd To Seven Locks Rd (ahead),Urban,4,Minor Arterial,15000CO00148  01NN**************,15000CO00148--1-----,1,North,4,F,0,9.02,61.89,48.99,51.01,1.843,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150700,,,16660,16691,16642,17083,17414,17835,16830,16831,,,17990,18031,17812,18283,18634,19085,18010,17841,,,,,,,NO ERROR,,,,,,,,,,,4,9.02,61.89,48.99,51.01,N/A,N/A,"16,660","16,691","16,642","17,083","17,414","17,835","16,830","16,831",N/A,N/A,"17,990","18,031","17,812","18,283","18,634","19,085","18,010","17,841",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8524187.6809,4776639.6681,1773,S2017030304,3,Baltimore,0,None,Collinsdale Rd,CO,3401,  ,0.1,0,0.9,Collinsdale Rd - .10 Mile South Of Taylor Ave,Taylor Ave To Road End,Urban,6,Minor Collector,03000CO03401  01SS**************,03000CO03401--1-----,1,South,2,F,0,9.44,100,0,100,0.1091,https://maps.roads.maryland.gov/itms_public/?stationid=S2017030304,,,,,,,,330,331,332,,,,,,,,350,351,372,,,,,,,NO ERROR,,,,,,,,,,,2,9.44,100,0,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,330,331,332,N/A,N/A,N/A,N/A,N/A,N/A,N/A,350,351,372,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8574736.1835,4727370.5643,1774,S2012150668,15,Montgomery,0,None,Arcola Ave,CO,124,  ,1.9,1.79,2.23,Arcola Ave - Between Lamberton Dr & Watermill La,Lamberton Dr To Md 193,Urban,4,Minor Arterial,15000CO00124  01EE**************,15000CO00124--1-----,1,East,3,F,0,9.23,62.36,50.65,49.35,2.5955,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150668,,,15840,15871,15822,16233,16544,16945,16160,16161,,,17110,17141,16932,17373,17704,18135,17290,17131,,,,,,,NO ERROR,,,,,,,,,,,3,9.23,62.36,50.65,49.35,N/A,N/A,"15,840","15,871","15,822","16,233","16,544","16,945","16,160","16,161",N/A,N/A,"17,110","17,141","16,932","17,373","17,704","18,135","17,290","17,131",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8500837.5665,4780912.4019,1775,S2017120337,12,Harford,0,None,Towne Center Dr,CO,804,  ,0.1,0,0.71,Towne Center Dr - .10 Mile East Of Shore Dr,Shore Dr To Joppa Farm Rd,Urban,6,Minor Collector,12000CO00804  01EE**************,12000CO00804--1-----,1,East,2,F,0,9.38,56.78,50.85,49.15,0.2934,https://maps.roads.maryland.gov/itms_public/?stationid=S2017120337,,,,,,,,1140,1131,1132,,,,,,,,1210,1201,1252,6,915,152,6,51,2,NO ERROR,53,0.96226415,0.03773585,0.00530035,0.80830389,0.13427562,0.00530035,0.045053,0.00176678,0.04681979,2,9.38,56.78,50.85,49.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,140","1,131","1,132",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,210","1,201","1,252",6,915,6,152,51,2,53
-8658651.1202,4812356.7224,1776,B210016,21,Washington,0,None,Halfway Blvd,CO,666,  ,1,0.897,3.617,Halfway Blvd-.10 Mi E Of Hopewell Rd,Hopewell Rd To Md 632,Urban,4,Minor Arterial,21000CO00666  01EE**************,21000CO00666--1-----,1,East,3,F,0,7.6,57.13,50.18,49.82,17.4445,https://maps.roads.maryland.gov/itms_public/?stationid=B210016,13101,13152,13230,13261,13222,18410,18761,19212,17570,17571,14021,14202,14290,14321,14152,19700,20071,20372,18620,19331,85,9137,2604,440,1142,4163,NO ERROR,5305,0.21526861,0.78473139,0.00483752,0.52000455,0.14819874,0.02504126,0.06499346,0.23692448,0.30191793,3,7.6,57.13,50.18,49.82,"13,101","13,152","13,230","13,261","13,222","18,410","18,761","19,212","17,570","17,571","14,021","14,202","14,290","14,321","14,152","19,700","20,071","20,372","18,620","19,331",85,"9,137",440,"2,604","1,142","4,163","5,305"
-8500217.047,4797480.9593,1777,B120046,12,Harford,7,Bel Air,Boulton St,MU,60,  ,0.39,0.29,0.66,Boulton St-.10 Mi W Of Md24,Md 24 To N Tollgate Rd,Urban,6,Minor Collector,12007MU00060  01WW**************,12007MU00060--1-----,1,East,2,F,0,9.09,53.2,54.41,45.59,1.498,https://maps.roads.maryland.gov/itms_public/?stationid=B120046,15672,15700,15571,15602,11510,11811,12042,11190,11091,11092,16772,16960,16821,16852,12320,12641,12892,11860,11761,12202,21,9431,1118,24,231,267,NO ERROR,498,0.46385542,0.53614458,0.00189326,0.85025243,0.10079336,0.00216372,0.02082582,0.0240714,0.04489722,2,9.09,53.2,54.41,45.59,"15,672","15,700","15,571","15,602","11,510","11,811","12,042","11,190","11,091","11,092","16,772","16,960","16,821","16,852","12,320","12,641","12,892","11,860","11,761","12,202",21,"9,431",24,"1,118",231,267,498
-8634913.2409,4793166.8526,1778,S2010100046,10,Frederick,0,None,Ramp 1 Fr Md 17 Nb To Ramp 8 (to Is 70),RP,70,  ,0.03,0,0.05,Exit 42 Ramp 1 Fr Md 17 Nb To Ramp 8 (to Is 70 Wb),Exit 42 Ramp 01 Myersville Middletown Rd To Ramp 8 Fr Md 17 Sb To Is 70 Wb,Rural,1,Interstate,10000RP00070  02WWIS42        01,10000RP00070--104201,2,West,1,F,0,11.2,100,0,100,0.0185,https://maps.roads.maryland.gov/itms_public/?stationid=S2010100046,,860,851,852,863,884,1000,1021,1012,1013,,0,851,862,863,884,1000,1031,1002,973,,,,,,,NO ERROR,,,,,,,,,,,1,11.2,100,0,100,N/A,860,851,852,863,884,"1,000","1,021","1,012","1,013",N/A,0,851,862,863,884,"1,000","1,031","1,002",973,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8545427.7546,4773029.2045,1779,S2013030189,3,Baltimore,0,None,Rolling Rd,CO,2000,  ,6.47,6.37,7.21,Rolling Rd - .10 Mile North Of Md 26,Md 26 To Old Court Rd,Urban,4,Minor Arterial,03000CO02000  01NN**************,03000CO02000--1-----,1,South,2,C,0,8.35,54.61,50.33,49.67,2.8544,https://maps.roads.maryland.gov/itms_public/?stationid=S2013030189,,,,8540,8511,8732,8903,9124,9045,9310,,,,9220,9111,9342,9533,9764,9685,9870,,,,,,,NO ERROR,,,,,,,,,,,2,8.35,54.61,50.33,49.67,N/A,N/A,N/A,"8,540","8,511","8,732","8,903","9,124","9,045","9,310",N/A,N/A,N/A,"9,220","9,111","9,342","9,533","9,764","9,685","9,870",N/A,N/A,N/A,N/A,N/A,N/A,N/A
-8517975.7277,4775426.6843,1780,B1098,3,Baltimore,0,None,Balto Beltway,IS,695,  ,26.72,26.14,27.12,Is695-.40 Mi S Of Us1 (belair Rd),Md 43 To Us 1,Urban,1,Interstate,03000IS00695  01NN**************,03000IS00695--1-----,1,North,6,F,2,7.05,50.7,53.05,46.95,46.9628,https://maps.roads.maryland.gov/itms_public/?stationid=B1098,133763,123490,124111,125232,121230,124141,122460,125401,130380,131291,141793,130900,131561,132752,127290,130351,128580,130421,135600,136541,199,103967,17380,731,3913,5101,NO ERROR,9014,0.43410251,0.56589749,0.00151572,0.79188215,0.1323777,0.00556778,0.02980402,0.03885263,0.06865665,6,7.05,50.7,53.05,46.95,"133,763","123,490","124,111","125,232","121,230","124,141","122,460","125,401","130,380","131,291","141,793","130,900","131,561","132,752","127,290","130,351","128,580","130,421","135,600","136,541",199,"103,967",731,"17,380","3,913","5,101","9,014"
-8526485.9272,4762219.0191,1781,S2012241383,24,Baltimore City,999,Baltimore City,Lancaster St,MU,6042,  ,0.23,0,0.308,Lancaster St - Between S Bond St & S Bethel St,S Central Ave To S Broadway,Urban,5,Major Collector,24999MU06042  01EE**************,24999MU06042--1-----,1,East,2,F,0,9.97,100,100,0,0.0687,https://maps.roads.maryland.gov/itms_public/?stationid=S2012241383,,,610,611,612,633,654,675,610,611,,,660,661,662,683,704,725,650,671,,,,,,,NO ERROR,,,,,,,,,,,2,9.97,100,100,0,N/A,N/A,610,611,612,633,654,675,610,611,N/A,N/A,660,661,662,683,704,725,650,671,N/A,N/A,N/A,N/A,N/A,N/A,N/A
